frame,10,0.08333333,0,4,0.12397443,0.03687365,0.04658371,1889,Marker-1889,0.12467173,0.06110486,0.02769566,1890,Marker-1890,0.16357462,0.04730154,0.04669014,1891,Marker-1891,0.12892443,0.04645254,0.00303605,1892,Marker-1892
frame,11,0.09166667,0,4,0.12397780,0.03687907,0.04658371,1889,Marker-1889,0.12467848,0.06109753,0.02768706,1890,Marker-1890,0.16357306,0.04729761,0.04670653,1891,Marker-1891,0.12893875,0.04645357,0.00303327,1892,Marker-1892
frame,12,0.10000000,0,4,0.12396704,0.03688248,0.04658740,1889,Marker-1889,0.12468565,0.06110299,0.02768886,1890,Marker-1890,0.16359179,0.04730939,0.04670832,1891,Marker-1891,0.12893033,0.04644418,0.00304447,1892,Marker-1892
frame,13,0.10833333,0,4,0.12398253,0.03687765,0.04658358,1889,Marker-1889,0.12468331,0.06110394,0.02769303,1890,Marker-1890,0.16357516,0.04729905,0.04668024,1891,Marker-1891,0.12892549,0.04644930,0.00303156,1892,Marker-1892
frame,14,0.11666667,0,4,0.12397583,0.03686675,0.04657226,1889,Marker-1889,0.12467580,0.06110581,0.02769403,1890,Marker-1890,0.16356766,0.04731440,0.04670046,1891,Marker-1891,0.12892322,0.04644901,0.00303572,1892,Marker-1892
frame,15,0.12500000,0,4,0.12397196,0.03686222,0.04658234,1889,Marker-1889,0.12469285,0.06111988,0.02771076,1890,Marker-1890,0.16357110,0.04730522,0.04670104,1891,Marker-1891,0.12892717,0.04644786,0.00304231,1892,Marker-1892
frame,16,0.13333333,0,4,0.12396853,0.03685978,0.04657759,1889,Marker-1889,0.12469735,0.06112236,0.02769697,1890,Marker-1890,0.16356365,0.04729927,0.04669232,1891,Marker-1891,0.12892169,0.04645161,0.00304514,1892,Marker-1892
frame,17,0.14166667,0,4,0.12397654,0.03686851,0.04658164,1889,Marker-1889,0.12469465,0.06111262,0.02769578,1890,Marker-1890,0.16356789,0.04731560,0.04670871,1891,Marker-1891,0.12893036,0.04645792,0.00304134,1892,Marker-1892
frame,18,0.15000000,0,4,0.12397632,0.03687641,0.04657720,1889,Marker-1889,0.12467559,0.06109471,0.02768675,1890,Marker-1890,0.16357538,0.04732409,0.04672348,1891,Marker-1891,0.12892784,0.04645159,0.00304750,1892,Marker-1892
frame,19,0.15833333,0,4,0.12397216,0.03686586,0.04657716,1889,Marker-1889,0.12469351,0.06111586,0.02769410,1890,Marker-1890,0.16357259,0.04730132,0.04670145,1891,Marker-1891,0.12893979,0.04645110,0.00303293,1892,Marker-1892
frame,20,0.16666667,0,4,0.12395787,0.03687239,0.04657143,1889,Marker-1889,0.12467933,0.06111325,0.02770426,1890,Marker-1890,0.16357931,0.04731281,0.04670867,1891,Marker-1891,0.12892093,0.04644540,0.00303595,1892,Marker-1892
frame,21,0.17500000,0,4,0.12396429,0.03686396,0.04657989,1889,Marker-1889,0.12466777,0.06110157,0.02768485,1890,Marker-1890,0.16358230,0.04730826,0.04671289,1891,Marker-1891,0.12892073,0.04644531,0.00303443,1892,Marker-1892
frame,22,0.18333333,0,4,0.12396513,0.03685800,0.04658462,1889,Marker-1889,0.12470173,0.06111775,0.02770381,1890,Marker-1890,0.16358221,0.04730645,0.04672877,1891,Marker-1891,0.12891997,0.04644654,0.00304503,1892,Marker-1892
frame,23,0.19166667,0,4,0.12397064,0.03686979,0.04657757,1889,Marker-1889,0.12468460,0.06110736,0.02769732,1890,Marker-1890,0.16356942,0.04730206,0.04670931,1891,Marker-1891,0.12891601,0.04644766,0.00303828,1892,Marker-1892
frame,24,0.20000000,0,4,0.12396318,0.03686389,0.04657575,1889,Marker-1889,0.12468250,0.06110545,0.02769550,1890,Marker-1890,0.16356774,0.04731335,0.04671405,1891,Marker-1891,0.12892154,0.04644023,0.00303540,1892,Marker-1892
frame,25,0.20833333,0,4,0.12397174,0.03686444,0.04657465,1889,Marker-1889,0.12468861,0.06111545,0.02767782,1890,Marker-1890,0.16357441,0.04730629,0.04671920,1891,Marker-1891,0.12891430,0.04645044,0.00304131,1892,Marker-1892
frame,26,0.21666667,0,4,0.12396167,0.03685908,0.04657619,1889,Marker-1889,0.12468464,0.06110365,0.02769709,1890,Marker-1890,0.16357499,0.04731376,0.04670734,1891,Marker-1891,0.12891823,0.04644969,0.00303254,1892,Marker-1892
frame,27,0.22500000,0,4,0.12396154,0.03685994,0.04657570,1889,Marker-1889,0.12467288,0.06110604,0.02769363,1890,Marker-1890,0.16357739,0.04730195,0.04669804,1891,Marker-1891,0.12892328,0.04645459,0.00304372,1892,Marker-1892
frame,28,0.23333333,0,4,0.12396328,0.03686431,0.04656884,1889,Marker-1889,0.12467553,0.06108180,0.02767780,1890,Marker-1890,0.16356605,0.04731072,0.04671290,1891,Marker-1891,0.12891936,0.04643385,0.00304845,1892,Marker-1892
frame,29,0.24166667,0,4,0.12396658,0.03686466,0.04657344,1889,Marker-1889,0.12467778,0.06111002,0.02769304,1890,Marker-1890,0.16357683,0.04731321,0.04671754,1891,Marker-1891,0.12891854,0.04645321,0.00304277,1892,Marker-1892
frame,30,0.25000000,0,4,0.12396844,0.03685836,0.04658186,1889,Marker-1889,0.12469514,0.06110789,0.02769830,1890,Marker-1890,0.16356838,0.04730041,0.04668565,1891,Marker-1891,0.12893210,0.04642399,0.00304634,1892,Marker-1892
frame,31,0.25833333,0,4,0.12397674,0.03686595,0.04657503,1889,Marker-1889,0.12467855,0.06110308,0.02770094,1890,Marker-1890,0.16359393,0.04732602,0.04670563,1891,Marker-1891,0.12892477,0.04645095,0.00304042,1892,Marker-1892
frame,32,0.26666667,0,4,0.12396828,0.03687168,0.04657893,1889,Marker-1889,0.12467618,0.06109355,0.02770084,1890,Marker-1890,0.16357318,0.04731327,0.04670703,1891,Marker-1891,0.12892354,0.04643952,0.00303266,1892,Marker-1892
frame,33,0.27500000,0,4,0.12396722,0.03685573,0.04657159,1889,Marker-1889,0.12468307,0.06111396,0.02770110,1890,Marker-1890,0.16357955,0.04730779,0.04671154,1891,Marker-1891,0.12892269,0.04644572,0.00304377,1892,Marker-1892
frame,34,0.28333333,0,4,0.12396931,0.03686090,0.04657453,1889,Marker-1889,0.12469634,0.06111050,0.02770272,1890,Marker-1890,0.16358146,0.04730802,0.04672401,1891,Marker-1891,0.12892742,0.04644532,0.00303921,1892,Marker-1892
frame,35,0.29166667,0,4,0.12396306,0.03686439,0.04658635,1889,Marker-1889,0.12469309,0.06110932,0.02770669,1890,Marker-1890,0.16356838,0.04729621,0.04671003,1891,Marker-1891,0.12892394,0.04644360,0.00303942,1892,Marker-1892
frame,36,0.30000000,0,4,0.12396910,0.03686871,0.04657301,1889,Marker-1889,0.12467404,0.06110259,0.02768425,1890,Marker-1890,0.16356978,0.04730293,0.04670431,1891,Marker-1891,0.12893347,0.04642957,0.00303112,1892,Marker-1892
frame,37,0.30833333,0,4,0.12396821,0.03686989,0.04658287,1889,Marker-1889,0.12467502,0.06109942,0.02769255,1890,Marker-1890,0.16357692,0.04732011,0.04672587,1891,Marker-1891,0.12892240,0.04644451,0.00303008,1892,Marker-1892
frame,38,0.31666667,0,4,0.12396389,0.03686440,0.04657414,1889,Marker-1889,0.12468990,0.06111398,0.02770624,1890,Marker-1890,0.16357507,0.04731178,0.04671587,1891,Marker-1891,0.12893046,0.04643808,0.00303954,1892,Marker-1892
frame,39,0.32500000,0,4,0.12395985,0.03685355,0.04658057,1889,Marker-1889,0.12466650,0.06109326,0.02769237,1890,Marker-1890,0.16357255,0.04730653,0.04670489,1891,Marker-1891,0.12892675,0.04644184,0.00304964,1892,Marker-1892
frame,40,0.33333333,0,4,0.12396602,0.03686543,0.04658245,1889,Marker-1889,0.12468038,0.06110032,0.02769890,1890,Marker-1890,0.16356410,0.04729722,0.04672091,1891,Marker-1891,0.12891977,0.04644809,0.00304513,1892,Marker-1892
frame,41,0.34166667,0,4,0.12396714,0.03685638,0.04657004,1889,Marker-1889,0.12469627,0.06111510,0.02769477,1890,Marker-1890,0.16357811,0.04731026,0.04670423,1891,Marker-1891,0.12891407,0.04644704,0.00304128,1892,Marker-1892
frame,42,0.35000000,0,4,0.12397069,0.03685912,0.04656904,1889,Marker-1889,0.12467623,0.06109663,0.02768953,1890,Marker-1890,0.16356851,0.04732001,0.04671416,1891,Marker-1891,0.12894186,0.04642836,0.00302297,1892,Marker-1892
frame,43,0.35833333,0,4,0.12397054,0.03686155,0.04657366,1889,Marker-1889,0.12465651,0.06108407,0.02768106,1890,Marker-1890,0.16357018,0.04730536,0.04669692,1891,Marker-1891,0.12892871,0.04643637,0.00303312,1892,Marker-1892
frame,44,0.36666667,0,4,0.12397007,0.03685932,0.04657241,1889,Marker-1889,0.12467976,0.06110112,0.02769423,1890,Marker-1890,0.16357301,0.04730522,0.04670797,1891,Marker-1891,0.12893453,0.04644290,0.00304495,1892,Marker-1892
frame,45,0.37500000,0,4,0.12397198,0.03687115,0.04657768,1889,Marker-1889,0.12468123,0.06112051,0.02770406,1890,Marker-1890,0.16357215,0.04732160,0.04672532,1891,Marker-1891,0.12891980,0.04644457,0.00304189,1892,Marker-1892
frame,46,0.38333333,0,4,0.12397557,0.03687027,0.04657635,1889,Marker-1889,0.12468071,0.06110090,0.02769720,1890,Marker-1890,0.16356750,0.04730035,0.04669821,1891,Marker-1891,0.12894093,0.04644181,0.00304490,1892,Marker-1892
frame,47,0.39166667,0,4,0.12396976,0.03686859,0.04657859,1889,Marker-1889,0.12468792,0.06110457,0.02769540,1890,Marker-1890,0.16357522,0.04731587,0.04669821,1891,Marker-1891,0.12892181,0.04645867,0.00304182,1892,Marker-1892
frame,48,0.40000000,0,4,0.12397785,0.03686864,0.04657187,1889,Marker-1889,0.12467571,0.06109055,0.02770000,1890,Marker-1890,0.16356467,0.04730429,0.04669877,1891,Marker-1891,0.12892593,0.04644614,0.00304941,1892,Marker-1892
frame,49,0.40833333,0,4,0.12397830,0.03686940,0.04658899,1889,Marker-1889,0.12469651,0.06110492,0.02768674,1890,Marker-1890,0.16356286,0.04729308,0.04670758,1891,Marker-1891,0.12893997,0.04644003,0.00304747,1892,Marker-1892
frame,50,0.41666667,0,4,0.12397291,0.03686753,0.04657910,1889,Marker-1889,0.12469926,0.06111202,0.02769617,1890,Marker-1890,0.16357453,0.04731642,0.04671063,1891,Marker-1891,0.12893459,0.04644851,0.00304964,1892,Marker-1892
frame,51,0.42500000,0,4,0.12397553,0.03686338,0.04657662,1889,Marker-1889,0.12468562,0.06111666,0.02770993,1890,Marker-1890,0.16356860,0.04730709,0.04670523,1891,Marker-1891,0.12894759,0.04643707,0.00304540,1892,Marker-1892
frame,52,0.43333333,0,4,0.12397867,0.03687828,0.04658129,1889,Marker-1889,0.12469248,0.06111354,0.02768969,1890,Marker-1890,0.16358592,0.04730856,0.04673104,1891,Marker-1891,0.12894066,0.04644903,0.00304704,1892,Marker-1892
frame,53,0.44166667,0,4,0.12397788,0.03687737,0.04657907,1889,Marker-1889,0.12467512,0.06110903,0.02768904,1890,Marker-1890,0.16358431,0.04730596,0.04671665,1891,Marker-1891,0.12893744,0.04645238,0.00304088,1892,Marker-1892
frame,54,0.45000000,0,4,0.12397315,0.03687201,0.04658598,1889,Marker-1889,0.12469689,0.06111888,0.02770210,1890,Marker-1890,0.16358872,0.04731772,0.04671216,1891,Marker-1891,0.12894017,0.04644445,0.00304752,1892,Marker-1892
frame,55,0.45833333,0,4,0.12397296,0.03687071,0.04657990,1889,Marker-1889,0.12469117,0.06110494,0.02771077,1890,Marker-1890,0.16357727,0.04731211,0.04671210,1891,Marker-1891,0.12892774,0.04644676,0.00304688,1892,Marker-1892
frame,56,0.46666667,0,4,0.12396422,0.03687342,0.04658522,1889,Marker-1889,0.12467302,0.06110366,0.02769540,1890,Marker-1890,0.16358666,0.04731455,0.04670775,1891,Marker-1891,0.12892883,0.04644439,0.00303494,1892,Marker-1892
frame,57,0.47500000,0,4,0.12397330,0.03686752,0.04657995,1889,Marker-1889,0.12468580,0.06111090,0.02769792,1890,Marker-1890,0.16357480,0.04730364,0.04671044,1891,Marker-1891,0.12892546,0.04645755,0.00304379,1892,Marker-1892
frame,58,0.48333333,0,4,0.12398086,0.03686411,0.04658426,1889,Marker-1889,0.12469483,0.06110401,0.02769745,1890,Marker-1890,0.16357985,0.04731169,0.04670587,1891,Marker-1891,0.12893304,0.04645361,0.00302868,1892,Marker-1892
frame,59,0.49166667,0,4,0.12397578,0.03686545,0.04657853,1889,Marker-1889,0.12469800,0.06110940,0.02770866,1890,Marker-1890,0.16358657,0.04731125,0.04671676,1891,Marker-1891,0.12893447,0.04643833,0.00305052,1892,Marker-1892
frame,60,0.50000000,0,4,0.12396769,0.03685394,0.04657776,1889,Marker-1889,0.12468879,0.06110604,0.02769691,1890,Marker-1890,0.16358911,0.04731658,0.04671307,1891,Marker-1891,0.12893490,0.04643851,0.00305448,1892,Marker-1892
frame,61,0.50833333,0,4,0.12398265,0.03687840,0.04658353,1889,Marker-1889,0.12468711,0.06111128,0.02769982,1890,Marker-1890,0.16357920,0.04731463,0.04670552,1891,Marker-1891,0.12892564,0.04644703,0.00305251,1892,Marker-1892
frame,62,0.51666667,0,4,0.12397300,0.03686383,0.04657179,1889,Marker-1889,0.12468506,0.06111465,0.02768898,1890,Marker-1890,0.16359571,0.04731162,0.04670708,1891,Marker-1891,0.12892970,0.04644929,0.00305360,1892,Marker-1892
frame,63,0.52500000,0,4,0.12397920,0.03687112,0.04657923,1889,Marker-1889,0.12468322,0.06110875,0.02768674,1890,Marker-1890,0.16359133,0.04731733,0.04671638,1891,Marker-1891,0.12893127,0.04644454,0.00303930,1892,Marker-1892
frame,64,0.53333333,0,4,0.12397764,0.03687268,0.04658049,1889,Marker-1889,0.12468458,0.06111817,0.02769432,1890,Marker-1890,0.16358502,0.04732854,0.04673811,1891,Marker-1891,0.12893032,0.04644455,0.00303365,1892,Marker-1892
frame,65,0.54166667,0,4,0.12397134,0.03686479,0.04657310,1889,Marker-1889,0.12470118,0.06111416,0.02770279,1890,Marker-1890,0.16358979,0.04731444,0.04671403,1891,Marker-1891,0.12892409,0.04644745,0.00305228,1892,Marker-1892
frame,66,0.55000000,0,4,0.12397918,0.03687730,0.04657632,1889,Marker-1889,0.12467759,0.06110720,0.02769074,1890,Marker-1890,0.16356486,0.04731981,0.04670270,1891,Marker-1891,0.12892935,0.04645752,0.00307164,1892,Marker-1892
frame,67,0.55833333,0,4,0.12396650,0.03686974,0.04657136,1889,Marker-1889,0.12468179,0.06111023,0.02768811,1890,Marker-1890,0.16357987,0.04730340,0.04668915,1891,Marker-1891,0.12891760,0.04646149,0.00304011,1892,Marker-1892
frame,68,0.56666667,0,4,0.12397394,0.03686698,0.04657237,1889,Marker-1889,0.12469099,0.06110780,0.02768386,1890,Marker-1890,0.16359133,0.04731740,0.04672100,1891,Marker-1891,0.12893030,0.04644850,0.00302494,1892,Marker-1892
frame,69,0.57500000,0,4,0.12397064,0.03686307,0.04657463,1889,Marker-1889,0.12467775,0.06110798,0.02769054,1890,Marker-1890,0.16357665,0.04732444,0.04671147,1891,Marker-1891,0.12894003,0.04645048,0.00304783,1892,Marker-1892
frame,70,0.58333333,0,4,0.12397750,0.03686929,0.04658338,1889,Marker-1889,0.12470216,0.06112842,0.02769722,1890,Marker-1890,0.16356421,0.04730475,0.04670883,1891,Marker-1891,0.12892869,0.04644950,0.00304881,1892,Marker-1892
frame,71,0.59166667,0,4,0.12397878,0.03686358,0.04657511,1889,Marker-1889,0.12467959,0.06111314,0.02769549,1890,Marker-1890,0.16358475,0.04732496,0.04672891,1891,Marker-1891,0.12893534,0.04644257,0.00304405,1892,Marker-1892
frame,72,0.60000000,0,4,0.12397174,0.03686649,0.04658153,1889,Marker-1889,0.12468753,0.06111462,0.02770215,1890,Marker-1890,0.16357113,0.04731677,0.04671304,1891,Marker-1891,0.12894274,0.04644276,0.00305564,1892,Marker-1892
frame,73,0.60833333,0,4,0.12398084,0.03687714,0.04657962,1889,Marker-1889,0.12468240,0.06112273,0.02768422,1890,Marker-1890,0.16357948,0.04730512,0.04670530,1891,Marker-1891,0.12893279,0.04644356,0.00304923,1892,Marker-1892
frame,74,0.61666667,0,4,0.12397710,0.03687436,0.04657678,1889,Marker-1889,0.12468962,0.06112557,0.02768576,1890,Marker-1890,0.16358209,0.04729542,0.04670305,1891,Marker-1891,0.12893385,0.04645036,0.00304343,1892,Marker-1892
frame,75,0.62500000,0,4,0.12397480,0.03687076,0.04658169,1889,Marker-1889,0.12468400,0.06110973,0.02768772,1890,Marker-1890,0.16359454,0.04732122,0.04671758,1891,Marker-1891,0.12893516,0.04643453,0.00303902,1892,Marker-1892
frame,76,0.63333333,0,4,0.12396739,0.03687343,0.04658490,1889,Marker-1889,0.12467457,0.06110841,0.02767921,1890,Marker-1890,0.16357675,0.04731846,0.04672086,1891,Marker-1891,0.12892824,0.04644780,0.00304537,1892,Marker-1892
frame,77,0.64166667,0,4,0.12397713,0.03686688,0.04657560,1889,Marker-1889,0.12467805,0.06111090,0.02768994,1890,Marker-1890,0.16358490,0.04732202,0.04670379,1891,Marker-1891,0.12891550,0.04645179,0.00303062,1892,Marker-1892
frame,78,0.65000000,0,4,0.12396341,0.03687036,0.04657010,1889,Marker-1889,0.12466936,0.06110559,0.02766841,1890,Marker-1890,0.16358812,0.04731713,0.04671841,1891,Marker-1891,0.12892506,0.04644674,0.00304175,1892,Marker-1892
frame,79,0.65833333,0,4,0.12397628,0.03686773,0.04657640,1889,Marker-1889,0.12468377,0.06110389,0.02768370,1890,Marker-1890,0.16355760,0.04731058,0.04669621,1891,Marker-1891,0.12892319,0.04646250,0.00304198,1892,Marker-1892
frame,80,0.66666667,0,4,0.12397309,0.03687144,0.04657039,1889,Marker-1889,0.12467252,0.06111326,0.02768368,1890,Marker-1890,0.16357633,0.04731445,0.04669435,1891,Marker-1891,0.12893926,0.04645441,0.00303878,1892,Marker-1892
frame,81,0.67500000,0,4,0.12397072,0.03686890,0.04657958,1889,Marker-1889,0.12467837,0.06111669,0.02770265,1890,Marker-1890,0.16358428,0.04731268,0.04670665,1891,Marker-1891,0.12893476,0.04644194,0.00303145,1892,Marker-1892
frame,82,0.68333333,0,4,0.12396611,0.03688329,0.04657645,1889,Marker-1889,0.12466945,0.06110767,0.02769035,1890,Marker-1890,0.16358387,0.04731249,0.04672412,1891,Marker-1891,0.12892804,0.04645851,0.00302908,1892,Marker-1892
frame,83,0.69166667,0,4,0.12397119,0.03687061,0.04656802,1889,Marker-1889,0.12468324,0.06109625,0.02768928,1890,Marker-1890,0.16356033,0.04731107,0.04671460,1891,Marker-1891,0.12891626,0.04647164,0.00301761,1892,Marker-1892
frame,84,0.70000000,0,4,0.12396187,0.03686932,0.04656762,1889,Marker-1889,0.12467214,0.06111429,0.02768283,1890,Marker-1890,0.16357748,0.04731391,0.04671815,1891,Marker-1891,0.12892477,0.04645574,0.00302293,1892,Marker-1892
frame,85,0.70833333,0,4,0.12397400,0.03686218,0.04656467,1889,Marker-1889,0.12468626,0.06111513,0.02769851,1890,Marker-1890,0.16359177,0.04731071,0.04671806,1891,Marker-1891,0.12892579,0.04646486,0.00302051,1892,Marker-1892
frame,86,0.71666667,0,4,0.12396371,0.03687348,0.04656606,1889,Marker-1889,0.12467831,0.06110027,0.02769384,1890,Marker-1890,0.16358440,0.04731604,0.04670319,1891,Marker-1891,0.12892117,0.04645911,0.00302793,1892,Marker-1892
frame,87,0.72500000,0,4,0.12396456,0.03687937,0.04656377,1889,Marker-1889,0.12468363,0.06110571,0.02769542,1890,Marker-1890,0.16357499,0.04732012,0.04672051,1891,Marker-1891,0.12892310,0.04644986,0.00302908,1892,Marker-1892
frame,88,0.73333333,0,4,0.12397462,0.03686935,0.04657489,1889,Marker-1889,0.12468439,0.06110917,0.02769583,1890,Marker-1890,0.16358593,0.04730373,0.04669959,1891,Marker-1891,0.12891652,0.04645156,0.00302132,1892,Marker-1892
frame,89,0.74166667,0,4,0.12397421,0.03687198,0.04656945,1889,Marker-1889,0.12468262,0.06111019,0.02769063,1890,Marker-1890,0.16358821,0.04731462,0.04670526,1891,Marker-1891,0.12891704,0.04646571,0.00302976,1892,Marker-1892
frame,90,0.75000000,0,4,0.12396186,0.03686641,0.04657226,1889,Marker-1889,0.12466161,0.06110137,0.02766942,1890,Marker-1890,0.16356494,0.04730412,0.04670682,1891,Marker-1891,0.12893842,0.04643479,0.00302305,1892,Marker-1892
frame,91,0.75833333,0,4,0.12396834,0.03686738,0.04657554,1889,Marker-1889,0.12468590,0.06112207,0.02770047,1890,Marker-1890,0.16357659,0.04730925,0.04670828,1891,Marker-1891,0.12893119,0.04645808,0.00302434,1892,Marker-1892
frame,92,0.76666667,0,4,0.12396933,0.03687741,0.04657388,1889,Marker-1889,0.12467189,0.06110532,0.02769500,1890,Marker-1890,0.16357246,0.04732135,0.04670689,1891,Marker-1891,0.12891851,0.04646536,0.00302317,1892,Marker-1892
frame,93,0.77500000,0,4,0.12396759,0.03687031,0.04656946,1889,Marker-1889,0.12467384,0.06110910,0.02768254,1890,Marker-1890,0.16357300,0.04729786,0.04668976,1891,Marker-1891,0.12891908,0.04646079,0.00303712,1892,Marker-1892
frame,94,0.78333333,0,4,0.12396486,0.03687741,0.04656575,1889,Marker-1889,0.12468433,0.06110673,0.02770596,1890,Marker-1890,0.16356993,0.04729467,0.04669069,1891,Marker-1891,0.12892129,0.04646455,0.00303393,1892,Marker-1892
frame,95,0.79166667,0,4,0.12396836,0.03687879,0.04657841,1889,Marker-1889,0.12468439,0.06110419,0.02769318,1890,Marker-1890,0.16356720,0.04730805,0.04669597,1891,Marker-1891,0.12892169,0.04646480,0.00302506,1892,Marker-1892
frame,96,0.80000000,0,4,0.12397251,0.03686294,0.04656332,1889,Marker-1889,0.12468190,0.06110269,0.02768244,1890,Marker-1890,0.16356951,0.04729845,0.04670363,1891,Marker-1891,0.12892936,0.04644630,0.00302993,1892,Marker-1892
frame,97,0.80833333,0,4,0.12396867,0.03686653,0.04657070,1889,Marker-1889,0.12467387,0.06110839,0.02768831,1890,Marker-1890,0.16357295,0.04731733,0.04670447,1891,Marker-1891,0.12891808,0.04645660,0.00302691,1892,Marker-1892
frame,98,0.81666667,0,4,0.12396943,0.03687737,0.04657149,1889,Marker-1889,0.12467378,0.06110930,0.02768986,1890,Marker-1890,0.16358036,0.04730598,0.04670335,1891,Marker-1891,0.12893231,0.04644250,0.00303920,1892,Marker-1892
frame,99,0.82500000,0,4,0.12397220,0.03687917,0.04656926,1889,Marker-1889,0.12468089,0.06111150,0.02767858,1890,Marker-1890,0.16358025,0.04731787,0.04670711,1891,Marker-1891,0.12892409,0.04645410,0.00302460,1892,Marker-1892
frame,100,0.83333333,0,4,0.12397751,0.03687761,0.04657579,1889,Marker-1889,0.12468222,0.06111022,0.02768812,1890,Marker-1890,0.16356309,0.04731261,0.04669741,1891,Marker-1891,0.12891993,0.04646288,0.00302650,1892,Marker-1892
frame,101,0.84166667,0,4,0.12397447,0.03688076,0.04656940,1889,Marker-1889,0.12468350,0.06112279,0.02769992,1890,Marker-1890,0.16357662,0.04730387,0.04670002,1891,Marker-1891,0.12892850,0.04644503,0.00302692,1892,Marker-1892
